order_id,customer_id,order_date,order_status,channel,payment_method
O0003817,C04759,2025-07-20,Devolvido,Marketplace,Cartão
O0003818,C04759,2024-11-02,Concluído,App,Cartão
O0003819,C04141,2025-06-23,Concluído,Site,Cartão
O0003820,C04141,2025-09-18,Concluído,Site,Carteira digital
O0003821,C04141,2025-12-26,Concluído,App,Cartão
O0003822,C04141,2025-08-05,Concluído,Site,Cartão
O0003823,C04141,2025-11-08,Concluído,App,Cartão
O0003824,C04141,2025-08-14,Concluído,Site,Cartão
O0003825,C00691,2024-03-13,Concluído,Site,PIX
O0003826,C03041,2025-09-11,Concluído,Site,Cartão
O0003827,C03041,2025-10-31,Concluído,Site,Carteira digital
O0003828,C03041,2024-12-23,Concluído,Site,Cartão
O0003829,C03041,2025-07-24,Concluído,Marketplace,Cartão
O0003830,C03041,2023-08-24,Concluído,Site,PIX
O0003831,C04078,2023-12-25,Concluído,App,PIX
O0003832,C04078,2024-07-13,Concluído,Marketplace,Cartão
O0003833,C01532,2024-07-04,Concluído,App,PIX
O0003834,C01532,2023-11-24,Concluído,Site,PIX
O0003835,C01532,2025-04-19,Concluído,App,Cartão
O0003836,C03047,2024-11-08,Cancelado,Marketplace,Cartão
O0003837,C03047,2025-04-06,Concluído,App,Carteira digital
O0003838,C02178,2024-11-24,Concluído,Site,PIX
O0003839,C02178,2024-08-31,Concluído,Site,Cartão
O0003840,C03124,2025-05-06,Concluído,Marketplace,Cartão
O0003841,C03124,2025-03-26,Concluído,Site,Cartão
O0003842,C04667,2025-12-25,Concluído,Marketplace,Cartão
O0003843,C04667,2025-08-07,Concluído,App,Cartão
O0003844,C04667,2025-08-13,Concluído,Site,Cartão
O0003845,C04738,2025-12-01,Concluído,App,Cartão
O0003846,C04738,2025-11-26,Concluído,App,Cartão
O0003847,C04047,2025-11-22,Concluído,Site,PIX
O0003848,C04047,2023-12-11,Cancelado,Marketplace,PIX
O0003849,C03682,2023-10-15,Concluído,App,Cartão
O0003850,C02516,2025-07-26,Concluído,Site,Cartão
O0003851,C00550,2024-01-30,Concluído,Site,Cartão
O0003852,C00550,2024-11-14,Cancelado,App,Cartão
O0003853,C00550,2023-02-21,Concluído,Marketplace,Carteira digital
O0003854,C00550,2024-08-22,Concluído,Site,Carteira digital
O0003855,C00550,2023-11-28,Cancelado,App,PIX
O0003856,C02118,2025-09-08,Concluído,Marketplace,Boleto
O0003857,C02118,2025-10-26,Concluído,App,Carteira digital
O0003858,C00467,2025-11-09,Concluído,Site,Cartão
O0003859,C00467,2025-08-03,Concluído,Site,Boleto
O0003860,C03653,2025-12-02,Concluído,App,Cartão
O0003861,C00832,2025-12-27,Concluído,App,Boleto
O0003862,C02923,2025-05-29,Concluído,Site,Cartão
O0003863,C01332,2025-11-11,Concluído,Site,Cartão
O0003864,C01332,2023-01-04,Concluído,App,PIX
O0003865,C01332,2023-08-27,Concluído,Site,PIX
O0003866,C01332,2025-02-26,Concluído,Site,Carteira digital
O0003867,C01332,2024-06-10,Cancelado,Site,PIX
O0003868,C01332,2023-03-17,Concluído,Site,PIX
O0003869,C01332,2025-01-17,Concluído,Site,Cartão
O0003870,C02376,2025-09-22,Concluído,Site,Cartão
O0003871,C04662,2024-05-01,Concluído,Site,PIX
O0003872,C04662,2023-04-29,Concluído,App,PIX
O0003873,C04662,2025-11-27,Concluído,App,Cartão
O0003874,C01263,2025-07-16,Concluído,Site,Boleto
O0003875,C01263,2025-07-23,Concluído,Marketplace,Cartão
O0003876,C01263,2025-03-16,Concluído,Site,PIX
O0003877,C01263,2025-04-28,Concluído,Marketplace,Carteira digital
O0003878,C03676,2025-03-26,Concluído,Marketplace,Cartão
O0003879,C03676,2025-07-24,Concluído,Marketplace,PIX
O0003880,C03676,2025-06-02,Concluído,Site,Boleto
O0003881,C03676,2025-01-29,Concluído,Site,Cartão
O0003882,C03676,2025-05-29,Concluído,Site,Cartão
O0003883,C03676,2024-11-12,Concluído,Site,PIX
O0003884,C03676,2025-09-24,Concluído,Site,Carteira digital
O0003885,C03417,2025-10-25,Concluído,Site,Carteira digital
O0003886,C03417,2023-01-12,Concluído,Site,Cartão
O0003887,C03417,2024-02-17,Concluído,Site,Cartão
O0003888,C03417,2025-09-30,Concluído,Site,PIX
O0003889,C03417,2023-06-02,Concluído,App,Cartão
O0003890,C03417,2024-08-14,Concluído,App,PIX
O0003891,C03417,2025-12-04,Concluído,App,PIX
O0003892,C03417,2023-04-16,Concluído,App,Cartão
O0003893,C01922,2025-12-23,Concluído,App,PIX
O0003894,C01922,2024-12-09,Concluído,Site,Cartão
O0003895,C01925,2025-09-01,Concluído,Site,PIX
O0003896,C01925,2025-11-30,Concluído,Site,Cartão
O0003897,C03232,2025-05-24,Concluído,App,PIX
O0003898,C02956,2024-11-05,Concluído,Marketplace,Cartão
O0003899,C02956,2024-06-12,Concluído,Marketplace,Carteira digital
O0003900,C02956,2023-06-18,Concluído,Site,PIX
O0003901,C03364,2025-02-13,Concluído,App,PIX
O0003902,C03364,2025-12-17,Concluído,Marketplace,Cartão
O0003903,C04538,2024-08-24,Concluído,App,Cartão
O0003904,C03589,2025-12-28,Concluído,App,Cartão
O0003905,C03589,2025-12-09,Concluído,Site,Carteira digital
O0003906,C03589,2025-12-18,Concluído,Site,Carteira digital
O0003907,C03589,2025-09-21,Concluído,App,PIX
O0003908,C03589,2025-12-02,Concluído,Marketplace,Cartão
O0003909,C03086,2025-08-01,Concluído,Marketplace,PIX
O0003910,C04242,2025-06-08,Concluído,App,Carteira digital
O0003911,C04242,2024-05-19,Concluído,Site,Carteira digital
O0003912,C03541,2024-03-25,Concluído,App,Carteira digital
O0003913,C03541,2024-01-08,Concluído,App,PIX
O0003914,C03541,2025-11-26,Concluído,Marketplace,Cartão
O0003915,C03541,2024-02-15,Concluído,App,PIX
O0003916,C03541,2025-12-05,Concluído,Marketplace,Cartão
O0003917,C00183,2024-09-01,Concluído,Site,PIX
O0003918,C00183,2025-03-25,Concluído,App,PIX
O0003919,C00183,2025-02-04,Concluído,Site,PIX
O0003920,C00183,2024-01-31,Concluído,Marketplace,Cartão
O0003921,C00309,2024-01-20,Concluído,Site,Boleto
O0003922,C00309,2024-06-21,Concluído,Site,PIX
O0003923,C00309,2025-04-24,Concluído,Site,PIX
O0003924,C01761,2024-12-23,Cancelado,Marketplace,PIX
O0003925,C01761,2025-05-25,Concluído,App,Cartão
O0003926,C01761,2025-04-17,Concluído,Site,Cartão
O0003927,C02651,2025-08-25,Concluído,Site,Cartão
O0003928,C01207,2025-01-14,Concluído,Site,Cartão
O0003929,C01207,2023-11-19,Concluído,Site,Cartão
O0003930,C01207,2023-06-27,Concluído,App,Cartão
O0003931,C03978,2023-04-28,Concluído,Site,PIX
O0003932,C03978,2023-09-13,Concluído,App,PIX
O0003933,C00244,2025-11-29,Concluído,App,Cartão
O0003934,C00244,2025-11-01,Concluído,App,Cartão
O0003935,C00244,2025-09-02,Concluído,App,Boleto
O0003936,C00328,2025-10-28,Concluído,Site,Carteira digital
O0003937,C00328,2025-09-07,Concluído,App,Cartão
O0003938,C04698,2025-04-26,Concluído,Site,Cartão
O0003939,C04698,2025-06-18,Concluído,Site,PIX
O0003940,C04698,2025-06-02,Concluído,Marketplace,Carteira digital
O0003941,C00242,2025-12-12,Concluído,Marketplace,Cartão
O0003942,C00242,2025-06-24,Concluído,App,Carteira digital
O0003943,C04865,2025-11-04,Concluído,Site,Boleto
O0003944,C04865,2025-12-29,Concluído,Site,Carteira digital
O0003945,C04865,2025-12-06,Concluído,Marketplace,Cartão
O0003946,C00099,2023-04-19,Concluído,Marketplace,PIX
O0003947,C00099,2023-10-18,Concluído,Site,Boleto
O0003948,C00099,2024-06-06,Concluído,Marketplace,Carteira digital
O0003949,C02198,2025-11-01,Concluído,Site,PIX
O0003950,C02198,2025-08-14,Concluído,Site,Cartão
O0003951,C00527,2025-12-26,Concluído,Marketplace,Cartão
O0003952,C03298,2025-09-18,Concluído,Marketplace,PIX
O0003953,C04859,2023-07-14,Concluído,Site,Cartão
O0003954,C04859,2024-08-02,Concluído,Marketplace,Cartão
O0003955,C04859,2025-12-16,Concluído,Site,Cartão
O0003956,C04859,2025-06-08,Concluído,App,Carteira digital
O0003957,C03636,2024-07-26,Concluído,Marketplace,Cartão
O0003958,C03636,2024-09-20,Devolvido,Marketplace,Cartão
O0003959,C04411,2024-09-22,Concluído,Site,Cartão
O0003960,C04411,2025-02-07,Concluído,Site,PIX
O0003961,C04411,2024-05-15,Concluído,Site,Cartão
O0003962,C04411,2025-04-05,Concluído,Site,Boleto
O0003963,C04045,2025-11-19,Concluído,App,Cartão
O0003964,C04045,2025-11-03,Concluído,App,PIX
O0003965,C04045,2025-12-19,Concluído,Marketplace,Carteira digital
O0003966,C04045,2025-12-13,Concluído,Site,Cartão
O0003967,C04045,2025-10-16,Concluído,Site,PIX
O0003968,C04045,2025-10-31,Concluído,Site,Cartão
O0003969,C04045,2025-12-29,Concluído,App,Cartão
O0003970,C04045,2025-11-06,Concluído,Site,PIX
O0003971,C04045,2025-11-02,Concluído,Site,Cartão
O0003972,C04045,2025-12-02,Concluído,Marketplace,Cartão
O0003973,C04045,2025-10-31,Concluído,Site,PIX
O0003974,C01734,2023-10-29,Concluído,Marketplace,Boleto
O0003975,C01734,2023-08-13,Concluído,Site,PIX
O0003976,C01734,2023-07-04,Concluído,Site,PIX
O0003977,C04483,2025-12-19,Concluído,Site,PIX
O0003978,C04483,2025-08-07,Concluído,App,PIX
O0003979,C03317,2024-04-04,Concluído,Site,PIX
O0003980,C03317,2025-12-21,Concluído,Marketplace,Carteira digital
O0003981,C03317,2025-07-08,Concluído,App,Cartão
O0003982,C03317,2024-09-04,Concluído,App,Cartão
O0003983,C02304,2025-01-31,Concluído,Site,PIX
O0003984,C04950,2025-09-19,Concluído,Marketplace,Cartão
O0003985,C04455,2025-06-12,Concluído,Marketplace,Cartão
O0003986,C01524,2024-06-01,Concluído,Site,Cartão
O0003987,C01524,2023-11-02,Concluído,Site,Carteira digital
O0003988,C02143,2025-09-20,Concluído,Site,PIX
O0003989,C02143,2025-04-02,Devolvido,Site,Cartão
O0003990,C00326,2024-04-30,Concluído,Site,Cartão
O0003991,C00818,2025-11-07,Concluído,Site,Cartão
O0003992,C00818,2025-08-12,Cancelado,Marketplace,Carteira digital
O0003993,C00818,2025-08-23,Concluído,Site,Cartão
O0003994,C04378,2025-12-11,Concluído,App,Cartão
O0003995,C04378,2025-11-30,Concluído,Marketplace,Cartão
O0003996,C01043,2024-07-17,Concluído,Site,Cartão
O0003997,C01043,2025-11-16,Concluído,Site,Cartão
O0003998,C01560,2024-09-22,Concluído,Marketplace,Boleto
O0003999,C02848,2024-11-28,Concluído,App,Cartão
O0004000,C02848,2023-11-23,Concluído,Site,PIX
O0004001,C02848,2024-05-20,Concluído,App,Boleto
O0004002,C02848,2024-05-09,Concluído,Site,Cartão
O0004003,C02848,2024-08-10,Concluído,App,PIX
O0004004,C02848,2024-08-27,Concluído,App,Cartão
O0004005,C02848,2024-05-31,Concluído,Site,PIX
O0004006,C02848,2023-05-28,Concluído,Site,Carteira digital
O0004007,C02848,2025-04-13,Concluído,Marketplace,PIX
O0004008,C02848,2023-05-07,Concluído,Site,PIX
O0004009,C02848,2024-07-13,Concluído,Site,PIX
O0004010,C02848,2025-05-03,Concluído,Site,Cartão
O0004011,C02848,2025-06-15,Concluído,App,Carteira digital
O0004012,C02848,2023-03-22,Concluído,Site,Cartão
O0004013,C02848,2023-07-04,Concluído,App,Cartão
O0004014,C02848,2024-09-27,Concluído,App,PIX
O0004015,C02848,2024-02-04,Concluído,App,Cartão
O0004016,C01827,2025-04-20,Concluído,Site,Cartão
O0004017,C01827,2025-04-06,Concluído,Site,Carteira digital
O0004018,C01827,2025-12-12,Concluído,Site,PIX
O0004019,C01827,2024-02-25,Concluído,Site,PIX
O0004020,C00505,2025-05-26,Concluído,Site,Cartão
O0004021,C00505,2023-11-07,Concluído,App,PIX
O0004022,C04261,2024-01-08,Concluído,App,Cartão
O0004023,C04261,2024-06-06,Concluído,App,Carteira digital
O0004024,C04261,2023-11-06,Concluído,Site,Cartão
O0004025,C01091,2024-09-03,Concluído,App,Cartão
O0004026,C01091,2024-09-14,Concluído,Marketplace,Cartão
O0004027,C03141,2023-10-04,Concluído,Marketplace,Cartão
O0004028,C00041,2024-09-19,Concluído,Site,PIX
O0004029,C00041,2024-08-19,Concluído,Site,PIX
O0004030,C00041,2024-03-12,Concluído,Site,PIX
O0004031,C00041,2024-12-02,Concluído,Site,Boleto
O0004032,C00041,2025-02-07,Concluído,App,Cartão
O0004033,C00041,2024-11-29,Concluído,App,PIX
O0004034,C03874,2024-12-21,Concluído,App,Boleto
O0004035,C03874,2024-10-03,Concluído,Marketplace,Carteira digital
O0004036,C03894,2023-12-22,Concluído,Site,Cartão
O0004037,C03894,2025-10-04,Concluído,Site,Cartão
O0004038,C03894,2023-08-17,Concluído,App,PIX
O0004039,C03894,2024-12-03,Concluído,Site,PIX
O0004040,C03530,2025-10-27,Concluído,App,Cartão
O0004041,C03530,2025-08-28,Concluído,Site,Cartão
O0004042,C04294,2023-10-23,Concluído,Site,PIX
O0004043,C04294,2024-10-11,Concluído,Site,Cartão
O0004044,C03780,2025-07-23,Concluído,App,Carteira digital
O0004045,C03387,2025-03-12,Concluído,Marketplace,Cartão
O0004046,C03387,2025-05-09,Concluído,Site,PIX
O0004047,C03387,2025-04-02,Concluído,Marketplace,Boleto
O0004048,C01066,2025-04-23,Concluído,Site,Boleto
O0004049,C04213,2025-08-06,Concluído,Site,Carteira digital
O0004050,C04213,2025-05-17,Cancelado,Site,Cartão
O0004051,C04213,2024-10-16,Concluído,Site,Carteira digital
O0004052,C04213,2025-03-02,Concluído,App,Boleto
O0004053,C04213,2024-10-28,Concluído,App,PIX
O0004054,C04248,2024-11-28,Concluído,Site,Carteira digital
O0004055,C04248,2023-03-30,Concluído,Marketplace,Cartão
O0004056,C02917,2024-10-29,Devolvido,Marketplace,Boleto
O0004057,C02917,2024-05-19,Concluído,Site,Cartão
O0004058,C02917,2025-11-29,Concluído,Marketplace,Cartão
O0004059,C02917,2024-06-19,Concluído,Marketplace,Boleto
O0004060,C02917,2024-08-25,Concluído,App,Cartão
O0004061,C02917,2024-03-13,Concluído,Marketplace,PIX
O0004062,C04537,2025-12-05,Concluído,Marketplace,PIX
O0004063,C04537,2025-12-17,Concluído,Site,Cartão
O0004064,C04537,2025-09-14,Concluído,Marketplace,Cartão
O0004065,C03311,2025-09-07,Concluído,App,Cartão
O0004066,C03174,2025-10-05,Concluído,App,Cartão
O0004067,C03585,2025-10-21,Concluído,Site,Carteira digital
O0004068,C03585,2025-12-04,Concluído,App,Cartão
O0004069,C03585,2025-08-06,Concluído,App,Cartão
O0004070,C03585,2025-06-15,Cancelado,Site,Cartão
O0004071,C03585,2025-11-14,Concluído,Site,Cartão
O0004072,C03585,2025-10-28,Concluído,Marketplace,Carteira digital
O0004073,C02734,2024-01-04,Concluído,App,Cartão
O0004074,C02734,2025-08-03,Concluído,Site,PIX
O0004075,C02734,2025-02-10,Concluído,Site,Cartão
O0004076,C02734,2024-04-17,Concluído,Site,Boleto
O0004077,C02734,2023-06-04,Concluído,App,Cartão
O0004078,C02215,2023-06-06,Concluído,App,Boleto
O0004079,C04591,2025-08-24,Concluído,Site,Cartão
O0004080,C04591,2025-07-07,Concluído,App,PIX
O0004081,C04591,2025-06-21,Concluído,Marketplace,Carteira digital
O0004082,C04591,2025-04-05,Concluído,Site,Cartão
O0004083,C04591,2025-07-28,Concluído,Site,Carteira digital
O0004084,C04591,2025-06-26,Concluído,App,Cartão
O0004085,C03545,2024-12-24,Concluído,Site,PIX
O0004086,C03545,2025-05-27,Concluído,Site,Carteira digital
O0004087,C03545,2024-09-27,Concluído,Site,Cartão
O0004088,C03545,2024-06-12,Concluído,App,Cartão
O0004089,C03545,2024-09-01,Concluído,Site,Cartão
O0004090,C00612,2023-03-15,Concluído,Marketplace,Carteira digital
O0004091,C00612,2025-09-09,Concluído,Site,Cartão
O0004092,C04495,2025-04-09,Concluído,Marketplace,Cartão
O0004093,C02335,2025-12-24,Concluído,Site,Cartão
O0004094,C02335,2025-12-29,Concluído,Site,Cartão
O0004095,C02335,2024-11-04,Concluído,Site,Cartão
O0004096,C00499,2024-07-02,Concluído,Marketplace,Cartão
O0004097,C00499,2024-12-27,Concluído,App,Cartão
O0004098,C03834,2025-06-18,Concluído,App,PIX
O0004099,C03834,2025-05-30,Concluído,Site,PIX
O0004100,C03834,2025-06-06,Concluído,Marketplace,Cartão
O0004101,C03834,2025-06-05,Concluído,Site,Cartão
O0004102,C03834,2025-05-23,Concluído,Site,Carteira digital
O0004103,C03834,2025-06-11,Concluído,Marketplace,Boleto
O0004104,C00003,2025-05-16,Concluído,Marketplace,Cartão
O0004105,C00003,2025-07-04,Concluído,App,Carteira digital
O0004106,C00003,2025-11-30,Concluído,App,Cartão
O0004107,C04312,2025-10-29,Concluído,Marketplace,Cartão
O0004108,C04312,2025-10-29,Concluído,Marketplace,PIX
O0004109,C02814,2024-05-12,Concluído,Marketplace,Carteira digital
O0004110,C02814,2023-12-30,Concluído,App,PIX
O0004111,C01957,2024-04-07,Concluído,App,Cartão
O0004112,C01957,2023-07-11,Concluído,Marketplace,Cartão
O0004113,C01957,2025-10-11,Concluído,App,PIX
O0004114,C01957,2023-02-08,Concluído,Site,Boleto
O0004115,C02228,2025-02-08,Concluído,Site,Carteira digital
O0004116,C02228,2024-11-25,Concluído,Site,PIX
O0004117,C02228,2025-02-05,Concluído,Site,Cartão
O0004118,C04631,2025-01-04,Concluído,App,Cartão
O0004119,C00294,2024-05-22,Concluído,Site,Cartão
O0004120,C00294,2025-05-02,Concluído,Site,PIX
O0004121,C00294,2023-02-23,Concluído,Site,Cartão
O0004122,C00294,2023-05-05,Concluído,Site,PIX
O0004123,C00294,2023-07-27,Concluído,App,Cartão
O0004124,C00294,2025-09-25,Concluído,Site,Cartão
O0004125,C00013,2025-12-06,Concluído,App,PIX
O0004126,C04544,2025-12-15,Concluído,Marketplace,PIX
O0004127,C00074,2025-03-14,Concluído,Site,PIX
O0004128,C00074,2025-05-25,Concluído,App,Cartão
O0004129,C00074,2025-02-03,Concluído,Marketplace,PIX
O0004130,C00074,2024-11-11,Concluído,Site,Cartão
O0004131,C04927,2024-06-19,Concluído,Marketplace,Cartão
O0004132,C04927,2025-01-03,Concluído,Site,Cartão
O0004133,C03043,2024-05-03,Concluído,Site,PIX
O0004134,C03043,2023-09-21,Concluído,Site,Cartão
O0004135,C03882,2024-08-28,Concluído,Site,Carteira digital
O0004136,C03882,2025-10-20,Concluído,App,Boleto
O0004137,C03882,2024-02-21,Concluído,Site,Cartão
O0004138,C03882,2025-04-14,Concluído,Marketplace,Carteira digital
O0004139,C03882,2023-03-22,Concluído,Marketplace,Boleto
O0004140,C02346,2023-06-23,Concluído,App,Cartão
O0004141,C02346,2024-12-12,Concluído,Site,Cartão
O0004142,C02346,2023-06-18,Concluído,Site,PIX
O0004143,C01796,2024-05-10,Concluído,Marketplace,PIX
O0004144,C01796,2023-02-16,Concluído,Marketplace,PIX
O0004145,C02422,2025-01-21,Concluído,Marketplace,Cartão
O0004146,C02422,2024-11-30,Concluído,App,Carteira digital
O0004147,C03293,2024-03-30,Concluído,App,Cartão
O0004148,C03293,2024-03-28,Concluído,Site,Cartão
O0004149,C03293,2024-02-01,Concluído,Site,PIX
O0004150,C02697,2025-10-25,Concluído,Site,PIX
O0004151,C02697,2025-12-04,Concluído,Site,Cartão
O0004152,C01390,2025-02-14,Concluído,Site,Cartão
O0004153,C01390,2025-06-23,Concluído,Site,Carteira digital
O0004154,C01154,2023-06-11,Concluído,App,Cartão
O0004155,C01154,2023-07-16,Concluído,Site,PIX
O0004156,C01154,2024-03-31,Cancelado,Site,Cartão
O0004157,C00487,2023-05-19,Concluído,App,Cartão
O0004158,C03202,2025-04-25,Concluído,Site,PIX
O0004159,C03202,2024-06-01,Concluído,Site,Cartão
O0004160,C03202,2024-08-08,Concluído,App,Cartão
O0004161,C03202,2024-02-09,Concluído,Site,PIX
O0004162,C03202,2024-04-12,Concluído,Site,Cartão
O0004163,C03202,2024-08-20,Concluído,Site,Cartão
O0004164,C03202,2024-09-25,Concluído,App,Cartão
O0004165,C03202,2024-11-09,Concluído,Site,Carteira digital
O0004166,C03751,2025-05-28,Concluído,App,Cartão
O0004167,C03751,2025-07-07,Concluído,App,Cartão
O0004168,C03162,2024-05-26,Concluído,Site,Carteira digital
O0004169,C00207,2025-10-18,Concluído,Site,Cartão
O0004170,C00207,2025-12-04,Concluído,App,Boleto
O0004171,C02742,2025-12-10,Concluído,Site,Carteira digital
O0004172,C02742,2024-05-26,Concluído,App,Cartão
O0004173,C02742,2025-05-25,Concluído,App,PIX
O0004174,C00220,2025-12-11,Concluído,App,Cartão
O0004175,C00220,2025-10-23,Concluído,Marketplace,Cartão
O0004176,C00220,2025-10-08,Concluído,Marketplace,Cartão
O0004177,C03264,2025-04-14,Concluído,App,Carteira digital
O0004178,C00703,2023-08-28,Concluído,Site,PIX
O0004179,C00703,2024-03-29,Concluído,Site,Cartão
O0004180,C00703,2025-07-08,Concluído,App,Carteira digital
O0004181,C04819,2024-10-23,Concluído,App,PIX
O0004182,C04819,2025-09-08,Concluído,Site,Cartão
O0004183,C04512,2025-10-27,Concluído,Marketplace,PIX
O0004184,C04512,2024-07-12,Concluído,Marketplace,PIX
O0004185,C02736,2023-10-09,Concluído,Site,Cartão
O0004186,C04370,2025-10-20,Concluído,Site,Cartão
O0004187,C04370,2025-03-20,Concluído,Marketplace,PIX
O0004188,C02315,2025-06-05,Concluído,Site,Cartão
O0004189,C00096,2025-04-02,Concluído,App,PIX
O0004190,C00096,2025-10-19,Concluído,Site,Cartão
O0004191,C00096,2025-11-07,Concluído,Site,PIX
O0004192,C03256,2025-11-01,Concluído,Site,Cartão
O0004193,C03256,2025-10-09,Concluído,App,Cartão
O0004194,C03119,2025-12-27,Concluído,Site,Cartão
O0004195,C03119,2025-12-18,Concluído,App,Cartão
O0004196,C01503,2025-06-22,Concluído,Site,Cartão
O0004197,C01503,2025-02-16,Concluído,Site,Cartão
O0004198,C01503,2025-03-07,Concluído,Site,PIX
O0004199,C01503,2025-05-27,Concluído,Marketplace,PIX
O0004200,C01503,2025-06-10,Cancelado,App,Cartão
O0004201,C01503,2025-03-31,Concluído,App,Cartão
O0004202,C01503,2025-02-16,Concluído,Site,Cartão
O0004203,C01503,2025-02-22,Concluído,Site,Boleto
O0004204,C01503,2025-04-14,Concluído,Marketplace,Carteira digital
O0004205,C04543,2025-12-12,Concluído,Site,Cartão
O0004206,C01772,2024-12-06,Concluído,App,Boleto
O0004207,C01772,2025-03-24,Concluído,Site,Cartão
O0004208,C03300,2025-10-04,Concluído,App,Cartão
O0004209,C02089,2025-12-05,Concluído,App,PIX
O0004210,C02089,2025-11-02,Concluído,App,PIX
O0004211,C00869,2025-02-17,Concluído,Site,Boleto
O0004212,C00869,2024-10-11,Concluído,Site,Cartão
O0004213,C00869,2025-08-29,Concluído,Marketplace,PIX
O0004214,C00869,2025-04-07,Concluído,Marketplace,PIX
O0004215,C00869,2025-07-23,Concluído,Site,PIX
O0004216,C00869,2024-11-14,Concluído,Site,Cartão
O0004217,C01471,2025-11-23,Concluído,Site,Cartão
O0004218,C01471,2025-12-06,Concluído,Site,Cartão
O0004219,C01471,2025-12-09,Concluído,Site,Carteira digital
O0004220,C01451,2024-10-31,Concluído,App,PIX
O0004221,C03905,2025-06-28,Concluído,Site,Cartão
O0004222,C03905,2025-06-12,Concluído,Site,Cartão
O0004223,C03019,2024-07-02,Concluído,App,PIX
O0004224,C03019,2024-05-27,Concluído,Site,Carteira digital
O0004225,C03019,2025-07-20,Concluído,App,Carteira digital
O0004226,C02961,2024-05-01,Concluído,Site,PIX
O0004227,C02961,2024-10-24,Concluído,Marketplace,Cartão
O0004228,C02112,2024-08-19,Concluído,Marketplace,Cartão
O0004229,C02112,2025-02-25,Concluído,Marketplace,Cartão
O0004230,C02112,2025-04-01,Concluído,Site,PIX
O0004231,C01007,2025-06-24,Concluído,Site,Carteira digital
O0004232,C01007,2025-09-04,Concluído,Site,PIX
O0004233,C00177,2024-11-23,Concluído,App,Carteira digital
O0004234,C00177,2023-05-28,Concluído,Site,PIX
O0004235,C00177,2024-06-27,Concluído,Marketplace,Carteira digital
O0004236,C03093,2025-02-20,Concluído,Site,PIX
O0004237,C03093,2024-05-09,Concluído,App,Cartão
O0004238,C01389,2025-08-28,Concluído,Marketplace,Cartão
O0004239,C04802,2025-03-09,Concluído,Marketplace,Cartão
O0004240,C04802,2025-01-02,Concluído,App,Boleto
O0004241,C04802,2025-10-04,Concluído,Site,PIX
O0004242,C01165,2025-12-03,Concluído,App,Cartão
O0004243,C01165,2023-03-09,Concluído,App,Cartão
O0004244,C01165,2024-06-30,Concluído,Site,Cartão
O0004245,C01165,2025-04-29,Concluído,Marketplace,PIX
O0004246,C01165,2025-08-16,Concluído,Site,Carteira digital
O0004247,C03338,2025-07-25,Concluído,Site,Cartão
O0004248,C03338,2024-03-03,Concluído,Site,Carteira digital
O0004249,C03338,2025-01-07,Concluído,Site,PIX
O0004250,C03547,2023-06-30,Concluído,Site,Carteira digital
O0004251,C03547,2024-07-07,Concluído,Marketplace,PIX
O0004252,C03547,2025-01-28,Concluído,App,PIX
O0004253,C03547,2024-01-26,Concluído,App,PIX
O0004254,C03156,2025-02-18,Concluído,App,Carteira digital
O0004255,C00412,2025-07-29,Concluído,Site,Cartão
O0004256,C00412,2025-09-19,Concluído,Site,PIX
O0004257,C00412,2025-09-24,Concluído,App,PIX
O0004258,C03715,2025-12-06,Concluído,Site,Boleto
O0004259,C03715,2023-09-30,Concluído,Site,PIX
O0004260,C03715,2024-05-16,Concluído,Site,Boleto
O0004261,C03715,2025-04-11,Concluído,Marketplace,Carteira digital
O0004262,C04517,2024-04-22,Concluído,Site,Cartão
O0004263,C04517,2023-06-05,Concluído,App,PIX
O0004264,C04517,2024-05-03,Concluído,Marketplace,PIX
O0004265,C04517,2025-02-19,Concluído,App,PIX
O0004266,C04517,2023-07-13,Concluído,Site,Cartão
O0004267,C04517,2023-07-10,Concluído,Marketplace,Cartão
O0004268,C04783,2025-12-23,Concluído,Site,Boleto
O0004269,C04783,2024-12-07,Concluído,App,PIX
O0004270,C04783,2024-08-17,Concluído,Site,Boleto
O0004271,C04783,2024-01-07,Concluído,App,Cartão
O0004272,C00364,2025-02-11,Concluído,Site,Carteira digital
O0004273,C03968,2025-01-14,Concluído,Site,Carteira digital
O0004274,C03968,2025-02-23,Concluído,Site,PIX
O0004275,C03968,2025-01-25,Concluído,Site,PIX
O0004276,C03968,2025-04-17,Concluído,Site,PIX
O0004277,C02419,2025-05-31,Concluído,Marketplace,Carteira digital
O0004278,C03993,2024-05-08,Concluído,Marketplace,Cartão
O0004279,C03993,2023-11-14,Concluído,Site,Carteira digital
O0004280,C03422,2025-01-30,Concluído,App,Cartão
O0004281,C00196,2025-12-14,Concluído,App,PIX
O0004282,C04614,2024-08-11,Concluído,Marketplace,Carteira digital
O0004283,C04614,2025-02-02,Concluído,Site,Carteira digital
O0004284,C02765,2025-01-17,Concluído,App,PIX
O0004285,C04917,2025-06-17,Concluído,App,Cartão
O0004286,C04917,2023-01-02,Concluído,Site,Cartão
O0004287,C04917,2024-09-21,Concluído,App,PIX
O0004288,C03645,2025-06-30,Concluído,App,Boleto
O0004289,C03600,2025-12-31,Concluído,Marketplace,PIX
O0004290,C03600,2025-11-07,Concluído,Marketplace,Cartão
O0004291,C03600,2025-10-26,Concluído,App,Carteira digital
