order_id,product_id,quantity,unit_price,discount,unit_cost
O0001315,P051,3,196.05,0.05,98.7
O0001316,P001,1,288.48,0.0,147.41
O0001317,P030,1,213.86,0.0,155.16
O0001318,P086,2,449.04,0.05,335.31
O0001318,P037,3,39.06,0.15,20.98
O0001319,P118,1,79.18,0.0,47.57
O0001319,P094,2,348.66,0.0,185.99
O0001320,P073,2,582.76,0.0,298.7
O0001321,P111,1,41.75,0.0,32.45
O0001322,P113,1,110.15,0.0,81.24
O0001323,P032,1,202.73,0.05,99.03
O0001324,P043,1,133.82,0.0,76.24
O0001325,P042,1,187.31,0.08,116.97
O0001326,P026,1,166.9,0.0,86.63
O0001326,P037,3,36.52,0.0,21.24
O0001327,P024,1,180.27,0.08,99.01
O0001328,P082,1,114.25,0.0,66.1
O0001329,P088,1,98.45,0.0,55.29
O0001330,P118,4,81.9,0.03,50.12
O0001331,P059,1,165.8,0.03,95.3
O0001332,P098,2,33.51,0.12,23.53
O0001333,P058,1,568.68,0.0,299.39
O0001334,P031,1,413.91,0.0,287.63
O0001334,P004,3,1832.41,0.05,941.0
O0001335,P075,4,1010.63,0.0,601.4
O0001336,P001,4,303.86,0.03,153.13
O0001336,P067,1,934.21,0.08,543.49
O0001336,P013,2,580.41,0.0,359.47
O0001336,P108,3,44.5,0.08,20.26
O0001337,P012,1,2255.0,0.12,1387.57
O0001338,P013,1,533.92,0.0,368.3
O0001338,P017,1,1839.85,0.0,859.58
O0001339,P035,1,578.23,0.03,380.51
O0001340,P072,2,57.16,0.0,35.59
O0001341,P008,2,1931.69,0.0,1043.49
O0001342,P107,1,237.05,0.0,143.53
O0001343,P038,1,201.54,0.08,151.67
O0001343,P065,1,1022.6,0.0,601.76
O0001344,P056,2,374.83,0.0,256.72
O0001345,P079,2,734.91,0.0,361.18
O0001346,P001,1,292.21,0.05,145.02
O0001347,P027,2,599.66,0.0,388.21
O0001348,P048,1,488.66,0.03,301.18
O0001348,P061,1,84.46,0.03,43.09
O0001349,P113,2,113.68,0.05,81.53
O0001350,P103,1,171.6,0.0,124.28
O0001351,P028,2,618.54,0.0,396.71
O0001351,P095,1,633.32,0.08,309.18
O0001351,P085,1,290.87,0.08,205.24
O0001352,P006,2,1866.2,0.12,1161.01
O0001353,P057,1,214.74,0.0,113.18
O0001353,P044,1,323.8,0.0,218.5
O0001354,P015,1,1171.16,0.0,740.74
O0001354,P023,2,274.51,0.0,130.94
O0001354,P008,2,1814.52,0.0,1102.57
O0001355,P051,1,189.17,0.03,95.74
O0001356,P110,1,54.99,0.0,28.47
O0001357,P023,1,266.42,0.03,128.25
O0001358,P049,1,78.79,0.03,39.82
O0001359,P044,2,321.98,0.05,226.63
O0001359,P037,1,39.1,0.05,21.18
O0001360,P062,1,1446.01,0.08,1058.47
O0001360,P050,1,233.5,0.0,141.56
O0001360,P002,1,2450.38,0.0,1522.93
O0001361,P072,2,53.31,0.0,35.33
O0001362,P011,1,1334.75,0.0,754.37
O0001363,P094,2,364.53,0.08,187.05
O0001364,P054,1,152.79,0.05,80.75
O0001365,P016,1,1412.0,0.03,953.94
O0001366,P034,1,659.37,0.05,335.18
O0001366,P068,2,1106.17,0.0,637.8
O0001367,P055,1,447.47,0.0,271.33
O0001368,P024,1,183.31,0.03,99.51
O0001369,P015,2,1150.25,0.0,738.53
O0001369,P044,1,325.58,0.05,226.37
O0001370,P025,1,449.29,0.0,326.24
O0001371,P038,2,209.48,0.0,149.79
O0001371,P106,1,214.83,0.12,131.22
O0001371,P034,1,699.2,0.0,350.63
O0001372,P107,2,219.09,0.03,140.36
O0001373,P007,2,549.82,0.0,292.78
O0001373,P038,1,215.53,0.03,150.37
O0001374,P065,3,1064.91,0.0,620.46
O0001375,P038,2,200.0,0.05,154.58
O0001376,P055,4,490.1,0.03,260.74
O0001376,P073,2,594.15,0.15,297.93
O0001376,P090,2,183.67,0.08,94.71
O0001377,P002,3,2485.67,0.0,1521.05
O0001377,P102,1,208.93,0.03,145.83
O0001377,P019,3,2033.04,0.03,1459.84
O0001378,P003,2,1231.21,0.08,652.65
O0001379,P085,2,275.35,0.03,203.9
O0001380,P091,2,228.55,0.0,162.33
O0001381,P112,1,59.73,0.0,38.09
O0001382,P111,1,41.43,0.0,31.81
O0001382,P119,2,140.18,0.0,76.83
O0001382,P099,1,157.17,0.0,99.66
O0001383,P114,1,137.99,0.03,62.05
O0001384,P075,1,1044.2,0.03,576.82
O0001384,P016,1,1380.18,0.0,959.17
O0001384,P088,2,96.7,0.08,55.61
O0001385,P083,1,236.07,0.03,119.83
O0001386,P088,2,98.06,0.0,53.59
O0001387,P060,1,255.39,0.0,177.54
O0001388,P004,1,1748.17,0.0,931.56
O0001389,P027,1,617.52,0.15,382.15
O0001390,P036,2,256.0,0.0,174.12
O0001391,P065,1,1082.4,0.03,602.85
O0001392,P091,1,225.4,0.0,164.7
O0001393,P114,2,139.03,0.0,60.15
O0001394,P028,1,623.22,0.0,403.18
O0001395,P014,1,219.38,0.0,169.87
O0001395,P040,1,321.58,0.12,170.09
O0001396,P045,2,320.1,0.08,212.97
O0001397,P074,1,71.33,0.08,43.01
O0001398,P100,2,305.44,0.08,187.57
O0001398,P030,1,214.59,0.0,157.16
O0001399,P004,3,1717.84,0.08,944.47
O0001399,P029,1,187.07,0.03,111.85
O0001400,P022,2,396.15,0.0,258.29
O0001401,P088,2,94.35,0.05,52.86
O0001401,P086,1,434.62,0.05,329.59
O0001402,P066,2,490.13,0.03,267.09
O0001403,P119,1,138.37,0.0,80.52
O0001404,P030,2,216.89,0.05,156.66
O0001405,P096,2,542.78,0.0,349.21
O0001406,P012,1,2340.72,0.0,1357.19
O0001407,P070,1,51.9,0.0,28.22
O0001407,P032,2,190.4,0.05,97.29
O0001407,P098,2,30.37,0.03,23.03
O0001408,P038,1,211.0,0.0,154.59
O0001408,P065,1,1095.97,0.08,605.66
O0001409,P009,2,119.41,0.05,84.62
O0001409,P106,2,216.81,0.0,131.46
O0001409,P063,1,227.55,0.15,101.04
O0001410,P057,1,214.65,0.05,114.59
O0001410,P019,1,2203.75,0.0,1464.23
O0001411,P039,1,379.15,0.0,178.32
O0001412,P117,2,127.78,0.03,92.43
O0001413,P008,1,1766.93,0.12,1077.37
O0001414,P080,1,947.01,0.03,658.09
O0001415,P039,2,382.52,0.0,180.3
O0001415,P101,2,28.62,0.05,17.62
O0001415,P010,1,1190.15,0.0,591.74
O0001415,P094,3,362.02,0.03,186.36
O0001416,P031,1,447.95,0.0,289.72
O0001417,P027,1,633.42,0.03,381.57
O0001417,P066,1,463.21,0.05,269.24
O0001418,P002,1,2377.67,0.0,1513.12
O0001418,P026,1,168.72,0.0,83.27
O0001419,P095,1,598.76,0.0,303.78
O0001419,P114,1,138.56,0.0,62.63
O0001419,P081,1,338.53,0.05,186.1
O0001419,P049,1,81.13,0.0,38.08
O0001420,P070,1,53.21,0.0,28.88
O0001421,P057,1,220.52,0.0,108.68
O0001421,P090,1,175.66,0.0,95.13
O0001421,P109,1,165.12,0.0,113.51
O0001422,P010,1,1159.37,0.05,596.29
O0001422,P078,1,886.04,0.0,663.4
O0001423,P059,1,165.44,0.0,95.69
O0001424,P030,1,202.6,0.0,153.6
O0001425,P035,1,588.6,0.05,379.3
O0001426,P104,2,224.81,0.08,133.57
O0001427,P063,1,225.02,0.0,105.2
O0001427,P112,1,62.73,0.05,38.51
O0001428,P119,1,139.64,0.0,76.89
O0001429,P096,2,511.07,0.0,350.96
O0001429,P063,1,225.83,0.08,101.75
O0001430,P104,1,220.85,0.05,137.81
O0001430,P063,2,216.62,0.08,99.95
O0001430,P082,1,115.18,0.12,66.4
O0001431,P041,1,109.52,0.0,53.9
O0001431,P066,1,454.93,0.0,262.63
O0001432,P035,2,588.06,0.0,379.87
O0001433,P107,1,222.77,0.03,143.09
O0001434,P055,1,457.19,0.08,265.2
O0001434,P066,2,476.83,0.12,260.25
O0001435,P060,1,256.23,0.0,178.94
O0001436,P043,1,129.05,0.0,73.8
O0001437,P038,1,198.72,0.03,151.81
O0001438,P044,1,341.67,0.08,218.56
O0001439,P115,1,93.06,0.0,51.84
O0001440,P013,3,577.24,0.0,354.23
O0001441,P018,1,1848.38,0.0,1306.3
O0001441,P016,1,1425.29,0.12,958.93
O0001441,P090,2,178.26,0.0,95.54
O0001442,P013,1,552.0,0.0,351.6
O0001442,P117,1,129.85,0.12,92.33
O0001443,P013,1,534.36,0.0,362.07
O0001444,P063,1,215.46,0.05,99.74
O0001445,P082,2,110.19,0.0,66.56
O0001446,P070,2,55.37,0.0,28.4
O0001447,P004,2,1719.76,0.0,913.63
O0001447,P078,1,900.14,0.08,630.3
O0001448,P079,1,731.4,0.0,371.85
O0001449,P068,1,1164.25,0.08,644.1
O0001449,P023,1,264.34,0.0,126.81
O0001450,P025,2,479.85,0.12,333.55
O0001451,P110,1,54.45,0.0,28.45
O0001452,P070,1,55.74,0.05,27.69
O0001453,P066,1,465.52,0.0,273.71
O0001453,P064,1,535.86,0.0,342.38
O0001453,P071,2,718.93,0.05,344.41
O0001454,P081,2,337.97,0.0,187.06
O0001454,P003,1,1226.67,0.0,649.54
O0001454,P036,2,261.55,0.0,177.74
O0001455,P069,1,1339.71,0.0,852.91
O0001455,P057,1,219.45,0.0,111.46
O0001456,P012,1,2339.43,0.0,1354.16
O0001457,P007,1,559.0,0.0,290.68
O0001457,P014,1,224.34,0.0,164.8
O0001458,P057,1,214.33,0.0,113.74
O0001458,P053,1,89.63,0.0,41.12
O0001459,P064,3,572.19,0.0,339.26
O0001460,P036,1,257.05,0.0,174.3
O0001461,P045,1,317.6,0.0,209.97
O0001462,P103,2,175.3,0.0,127.98
O0001463,P115,2,95.43,0.05,54.24
O0001464,P097,1,311.21,0.0,213.1
O0001465,P091,1,228.16,0.0,161.74
O0001465,P054,2,158.09,0.08,78.02
O0001465,P116,2,102.48,0.0,51.16
O0001466,P043,1,139.74,0.0,74.27
O0001466,P069,1,1391.27,0.05,823.51
O0001466,P008,2,1926.7,0.0,1072.0
O0001467,P108,1,44.75,0.03,19.68
O0001468,P092,1,653.58,0.0,382.43
O0001469,P004,1,1698.96,0.0,922.66
O0001470,P029,1,192.5,0.05,111.81
O0001471,P045,2,303.64,0.0,218.74
O0001471,P024,1,188.19,0.0,96.34
O0001471,P052,1,115.81,0.0,88.43
O0001472,P002,1,2497.41,0.0,1484.72
O0001473,P110,1,54.14,0.08,28.14
O0001474,P065,2,1023.07,0.08,614.28
O0001474,P075,1,995.65,0.0,598.58
O0001474,P056,1,391.03,0.05,261.82
O0001475,P007,1,532.96,0.0,295.45
O0001476,P104,1,227.13,0.0,133.71
O0001477,P075,1,1075.49,0.08,584.07
O0001478,P090,1,172.95,0.08,96.14
O0001478,P059,1,169.51,0.0,92.75
O0001479,P083,1,247.74,0.05,124.71
O0001480,P110,2,54.73,0.0,27.71
O0001481,P111,1,41.81,0.0,31.11
O0001482,P027,1,627.56,0.05,373.25
O0001482,P120,1,144.08,0.0,87.17
O0001482,P082,1,113.18,0.0,64.4
O0001482,P063,1,220.1,0.0,104.34
O0001483,P028,2,608.47,0.0,406.63
O0001483,P006,3,1908.32,0.0,1144.53
O0001484,P112,2,59.63,0.03,38.13
O0001484,P120,1,152.03,0.15,89.01
O0001485,P014,1,221.75,0.08,163.4
O0001485,P008,3,1882.33,0.05,1069.92
O0001486,P061,2,83.24,0.05,41.42
O0001487,P098,1,31.83,0.0,22.7
O0001487,P065,3,1049.65,0.0,624.39
O0001487,P010,1,1167.45,0.0,601.22
O0001488,P013,1,561.0,0.0,362.62
O0001489,P079,1,768.99,0.0,361.95
O0001490,P010,1,1184.66,0.03,605.45
O0001491,P015,1,1206.31,0.08,749.84
O0001491,P026,1,175.47,0.03,86.8
O0001492,P002,2,2480.01,0.08,1517.25
O0001493,P075,2,1002.35,0.0,607.33
O0001494,P030,1,207.52,0.0,158.5
O0001495,P056,3,387.87,0.0,260.29
O0001495,P102,1,227.46,0.03,148.23
O0001496,P102,1,213.28,0.12,151.53
O0001496,P031,1,420.02,0.0,278.82
O0001496,P114,2,133.49,0.12,63.18
O0001497,P070,3,53.19,0.05,28.37
O0001497,P055,3,469.45,0.0,263.99
O0001497,P004,1,1832.44,0.0,910.72
O0001498,P004,1,1825.96,0.0,924.65
O0001499,P105,1,160.44,0.05,102.19
O0001500,P093,1,238.55,0.03,110.34
O0001501,P010,1,1133.92,0.0,589.8
O0001502,P067,1,968.55,0.0,533.62
O0001503,P018,1,1840.82,0.03,1307.35
O0001504,P015,1,1189.22,0.0,727.58
O0001504,P120,1,149.9,0.05,92.09
O0001505,P065,2,1076.67,0.12,622.15
O0001506,P085,3,288.75,0.0,204.69
O0001506,P030,1,205.57,0.03,155.67
O0001507,P011,2,1341.44,0.0,763.78
O0001508,P093,2,245.64,0.03,114.0
O0001509,P036,2,260.34,0.03,181.48
O0001510,P025,2,460.39,0.08,328.47
O0001510,P073,2,568.81,0.0,301.08
O0001510,P064,2,560.87,0.0,342.04
O0001511,P096,2,547.22,0.0,338.77
O0001512,P019,1,2120.57,0.12,1417.07
O0001512,P010,2,1146.68,0.08,587.76
O0001512,P031,3,411.5,0.0,288.01
O0001513,P037,1,38.23,0.05,21.3
O0001514,P016,2,1474.78,0.0,977.62
O0001515,P096,1,523.33,0.12,339.58
O0001516,P100,1,286.64,0.05,189.92
O0001517,P086,1,458.79,0.03,323.98
O0001517,P022,1,405.83,0.05,254.25
O0001518,P075,1,1064.0,0.03,578.93
O0001518,P067,2,901.23,0.0,562.14
O0001519,P114,1,140.53,0.0,61.66
O0001520,P077,2,47.98,0.08,27.14
O0001521,P075,4,1053.64,0.08,580.62
O0001521,P045,1,321.88,0.0,208.83
O0001521,P043,1,126.99,0.0,75.19
O0001522,P022,2,388.88,0.03,251.89
O0001523,P115,1,89.87,0.0,51.52
O0001524,P003,1,1251.34,0.03,663.24
O0001525,P010,1,1135.71,0.0,588.24
O0001526,P025,3,480.76,0.0,325.62
O0001526,P033,2,120.62,0.0,50.88
O0001527,P120,1,145.7,0.08,90.87
O0001528,P105,1,153.61,0.0,96.81
O0001529,P104,1,228.79,0.03,134.57
O0001530,P014,1,241.49,0.08,170.58
O0001531,P099,2,158.32,0.0,100.29
O0001532,P112,3,64.16,0.0,38.57
O0001533,P060,1,267.93,0.0,181.21
O0001534,P052,1,120.88,0.0,85.4
O0001535,P060,1,254.76,0.12,172.75
O0001535,P098,1,32.04,0.03,22.82
O0001536,P103,2,169.19,0.0,125.63
O0001537,P052,2,122.61,0.0,88.81
O0001538,P101,1,29.03,0.12,17.01
O0001539,P049,1,80.45,0.0,38.54
O0001540,P075,2,1009.24,0.0,604.57
O0001540,P039,1,368.07,0.08,172.99
O0001540,P108,1,41.28,0.05,20.35
O0001540,P059,1,163.85,0.05,95.34
O0001541,P047,1,294.38,0.0,204.09
O0001542,P072,1,57.55,0.0,35.13
O0001543,P026,1,161.57,0.0,84.93
O0001544,P092,1,610.35,0.0,394.32
O0001545,P019,1,2027.55,0.08,1406.47
O0001546,P108,1,42.14,0.0,19.56
O0001546,P003,1,1249.02,0.03,643.17
O0001547,P072,3,54.41,0.05,35.87
O0001548,P021,1,347.33,0.05,202.96
O0001548,P010,1,1104.52,0.08,606.44
O0001549,P098,1,32.64,0.0,23.67
O0001550,P018,2,1772.92,0.0,1314.89
O0001551,P073,1,607.71,0.0,306.17
O0001552,P073,1,611.6,0.0,291.74
O0001553,P012,1,2183.35,0.08,1369.81
O0001554,P078,3,864.15,0.12,630.73
O0001555,P067,2,887.03,0.0,535.78
O0001556,P018,1,1723.02,0.03,1338.54
O0001556,P108,3,45.38,0.0,20.12
O0001557,P049,1,78.86,0.0,38.78
O0001558,P114,1,134.19,0.0,60.26
O0001559,P072,2,56.79,0.03,34.63
O0001559,P047,3,316.82,0.0,206.59
O0001560,P111,2,44.73,0.03,31.34
O0001560,P022,2,404.67,0.03,249.23
O0001561,P037,1,38.3,0.08,21.22
O0001561,P024,1,192.9,0.0,99.08
O0001562,P113,4,110.43,0.03,82.36
O0001563,P089,1,228.07,0.0,107.2
O0001564,P060,1,269.12,0.0,179.86
O0001565,P118,2,80.08,0.03,49.18
O0001566,P120,1,138.83,0.0,87.52
O0001566,P069,2,1451.07,0.08,849.11
O0001567,P062,2,1398.03,0.05,1073.76
O0001568,P051,2,203.45,0.05,93.73
O0001568,P119,1,149.3,0.0,77.97
O0001569,P094,1,341.82,0.0,184.84
O0001570,P013,1,552.12,0.12,351.17
O0001571,P113,1,107.11,0.08,80.61
O0001571,P043,1,131.36,0.0,75.05
O0001571,P082,1,111.78,0.03,67.33
O0001571,P001,2,284.53,0.0,147.27
O0001572,P027,1,655.18,0.03,377.54
O0001573,P092,1,667.26,0.0,399.71
O0001574,P112,1,61.24,0.05,37.01
O0001574,P004,1,1869.82,0.05,954.98
O0001575,P066,2,472.63,0.05,263.02
O0001575,P067,2,933.92,0.0,534.25
O0001575,P120,2,148.31,0.0,90.41
O0001576,P031,1,437.58,0.05,291.26
O0001577,P008,1,1878.11,0.03,1065.14
O0001577,P042,2,184.74,0.08,119.42
O0001578,P106,1,213.96,0.0,135.16
O0001578,P018,1,1832.93,0.0,1309.31
O0001579,P088,2,99.49,0.08,53.48
O0001580,P032,3,191.14,0.0,100.73
O0001581,P080,1,1002.34,0.08,656.18
O0001581,P075,2,1064.59,0.05,607.34
O0001582,P078,1,855.65,0.03,659.57
O0001582,P014,2,236.83,0.0,168.06
O0001583,P113,1,109.38,0.0,80.9
O0001584,P034,1,709.29,0.0,336.13
O0001584,P079,1,783.26,0.0,355.43
O0001585,P062,2,1492.7,0.0,1061.36
O0001586,P053,2,82.03,0.0,42.89
O0001587,P110,1,51.57,0.0,27.88
O0001587,P023,1,284.67,0.0,132.42
O0001587,P009,1,118.16,0.05,86.07
O0001587,P030,1,202.29,0.0,154.23
O0001588,P010,1,1125.08,0.15,601.26
O0001589,P032,1,189.48,0.0,102.11
O0001589,P038,2,218.46,0.0,156.33
O0001590,P110,1,51.18,0.08,28.13
O0001591,P063,3,216.55,0.08,102.86
O0001592,P082,1,116.62,0.05,64.51
O0001593,P060,1,248.01,0.05,179.93
O0001593,P045,1,314.73,0.03,213.65
O0001594,P056,1,391.73,0.15,265.15
O0001594,P055,2,454.31,0.0,260.33
O0001594,P050,1,237.68,0.03,147.34
O0001595,P078,4,850.85,0.0,649.52
O0001596,P043,1,131.67,0.0,74.61
O0001597,P117,2,124.01,0.05,91.52
O0001598,P081,1,341.26,0.05,192.05
O0001599,P112,3,60.74,0.0,37.18
O0001599,P033,1,116.78,0.03,52.61
O0001599,P014,1,224.29,0.0,169.55
O0001600,P032,1,202.25,0.0,97.6
O0001601,P093,2,226.6,0.0,112.44
O0001601,P091,1,238.79,0.08,161.46
O0001602,P013,2,534.52,0.0,367.15
O0001603,P026,1,163.26,0.0,85.67
O0001603,P111,1,42.38,0.0,32.17
O0001604,P060,1,268.07,0.0,180.86
O0001605,P062,1,1465.71,0.0,1062.07
O0001605,P074,1,71.29,0.12,40.83
O0001605,P020,3,502.66,0.03,360.32
O0001606,P065,1,1046.74,0.12,615.06
O0001606,P053,1,86.12,0.0,42.83
O0001607,P102,1,225.7,0.0,151.32
O0001607,P035,2,572.49,0.03,389.9
O0001608,P037,1,35.72,0.0,21.86
O0001609,P010,1,1144.26,0.03,600.47
O0001610,P099,2,153.21,0.08,105.35
O0001610,P058,1,578.73,0.0,298.41
O0001611,P040,4,342.51,0.0,164.35
O0001612,P095,1,600.36,0.0,301.83
O0001613,P092,1,657.96,0.0,390.29
O0001613,P063,1,218.75,0.08,99.62
O0001614,P013,2,583.23,0.08,360.5
O0001615,P023,1,274.53,0.08,128.86
O0001615,P004,1,1707.69,0.0,943.68
O0001616,P062,1,1500.37,0.0,1057.4
O0001616,P040,1,315.39,0.0,169.71
O0001616,P010,2,1165.8,0.05,615.12
O0001617,P092,2,613.21,0.08,384.51
O0001618,P116,1,107.43,0.0,51.71
O0001618,P099,1,161.98,0.08,104.16
O0001618,P008,1,1873.92,0.0,1096.44
O0001619,P036,1,251.4,0.0,173.21
O0001619,P103,1,163.44,0.12,125.58
O0001620,P005,1,2045.18,0.03,1301.89
O0001620,P033,2,111.04,0.12,53.14
O0001621,P046,1,265.9,0.0,201.2
O0001622,P027,1,627.86,0.0,373.91
O0001623,P070,1,52.52,0.08,27.99
O0001624,P091,1,243.05,0.0,162.81
O0001624,P103,1,166.09,0.03,128.47
O0001625,P098,2,30.83,0.0,23.53
O0001625,P089,1,237.55,0.0,109.14
O0001626,P027,1,635.81,0.03,378.58
O0001626,P015,2,1176.06,0.0,746.49
O0001627,P069,1,1380.46,0.0,862.09
O0001628,P032,1,201.44,0.08,97.61
O0001629,P050,1,257.19,0.05,147.2
O0001630,P113,2,116.63,0.0,81.27
O0001630,P035,1,619.11,0.0,377.9
O0001631,P019,2,2142.82,0.03,1410.93
O0001632,P067,2,927.6,0.0,536.0
O0001633,P025,1,483.73,0.05,339.71
O0001634,P092,1,669.96,0.0,394.54
O0001635,P062,1,1472.18,0.0,1085.61
O0001635,P036,2,261.24,0.0,178.96
O0001636,P103,1,170.67,0.08,122.35
O0001637,P086,1,435.41,0.05,333.19
O0001638,P028,2,648.35,0.0,405.37
O0001639,P074,1,75.59,0.0,41.97
O0001640,P075,1,1037.61,0.0,604.13
O0001640,P080,3,935.9,0.0,684.55
O0001641,P051,3,202.36,0.12,95.14
O0001642,P030,1,217.13,0.08,155.68
O0001643,P049,1,79.72,0.0,38.19
O0001644,P099,1,162.47,0.03,100.4
O0001645,P053,1,89.98,0.0,40.93
O0001646,P028,1,652.14,0.05,417.47
O0001647,P048,2,520.77,0.0,295.06
O0001648,P013,2,585.09,0.05,358.79
O0001649,P024,1,180.7,0.05,99.77
O0001650,P027,3,622.28,0.03,377.45
O0001651,P056,3,382.69,0.03,259.48
O0001652,P118,2,78.63,0.08,47.46
O0001653,P019,1,2182.49,0.03,1459.22
O0001654,P022,1,409.59,0.0,256.02
O0001655,P049,3,79.2,0.0,39.86
O0001655,P025,1,461.58,0.0,323.69
O0001655,P029,1,193.91,0.0,110.99
O0001656,P030,3,197.34,0.0,152.68
O0001657,P084,1,483.85,0.0,333.22
O0001658,P047,2,303.35,0.0,198.49
O0001659,P085,2,295.0,0.0,198.93
O0001659,P044,2,322.3,0.0,222.89
O0001660,P006,2,2008.81,0.0,1105.2
O0001660,P045,4,329.09,0.05,214.1
O0001661,P036,2,240.82,0.08,181.08
O0001661,P005,1,2118.52,0.08,1343.34
O0001661,P072,2,54.11,0.08,35.45
O0001662,P026,4,169.77,0.0,84.54
O0001663,P094,3,364.5,0.08,184.77
O0001663,P008,1,1823.97,0.0,1050.74
O0001663,P056,2,363.48,0.03,257.12
O0001664,P023,1,282.36,0.0,125.79
O0001665,P109,1,169.6,0.05,110.65
O0001666,P087,1,579.18,0.0,420.62
O0001667,P097,1,320.51,0.0,210.75
O0001667,P002,1,2556.13,0.08,1499.63
O0001668,P072,1,54.39,0.03,36.26
O0001669,P023,1,267.13,0.03,130.87
O0001669,P012,1,2270.12,0.05,1397.87
O0001670,P025,1,456.64,0.05,343.07
O0001671,P085,1,285.36,0.05,194.95
O0001672,P052,1,120.23,0.03,88.71
O0001672,P044,1,313.71,0.0,224.84
O0001673,P103,1,162.42,0.05,123.59
O0001674,P090,1,172.72,0.0,95.08
O0001674,P019,2,2136.71,0.05,1451.33
O0001674,P066,2,469.93,0.0,259.56
O0001675,P040,2,325.25,0.05,163.49
O0001676,P041,2,107.95,0.08,52.4
O0001677,P082,1,109.68,0.08,65.28
O0001677,P032,1,192.9,0.12,100.11
O0001678,P032,1,200.01,0.05,103.0
O0001678,P091,2,227.19,0.08,162.77
O0001679,P101,4,30.16,0.0,17.23
O0001680,P097,1,313.33,0.05,218.6
O0001681,P096,1,528.33,0.03,342.54
O0001682,P020,1,533.25,0.0,377.77
O0001683,P065,1,1067.95,0.0,619.4
O0001684,P056,1,367.06,0.0,252.5
O0001684,P031,1,428.05,0.0,284.67
O0001684,P111,1,42.27,0.0,32.36
O0001685,P049,1,81.98,0.0,39.19
O0001686,P108,1,41.97,0.0,20.45
O0001687,P091,1,244.55,0.0,158.82
O0001688,P057,1,214.38,0.0,112.32
O0001688,P045,2,328.62,0.0,214.73
O0001689,P008,3,1811.33,0.0,1096.94
O0001689,P024,1,176.9,0.05,99.8
O0001690,P032,1,191.77,0.12,100.33
O0001691,P059,3,158.17,0.0,94.55
O0001692,P014,1,220.27,0.03,169.6
O0001693,P005,1,2144.47,0.0,1323.03
O0001694,P102,1,212.66,0.0,152.27
O0001695,P074,2,75.36,0.0,41.46
O0001696,P021,1,362.97,0.0,199.29
O0001697,P004,2,1814.4,0.12,918.38
O0001697,P087,1,571.17,0.0,405.77
O0001698,P079,2,731.5,0.12,362.98
O0001699,P029,2,191.22,0.0,112.6
O0001700,P032,1,198.97,0.0,98.16
O0001700,P017,3,1927.48,0.0,888.17
O0001701,P028,4,651.93,0.15,413.65
O0001702,P114,1,132.07,0.08,62.88
O0001703,P039,1,371.87,0.05,171.25
O0001704,P056,3,374.75,0.03,252.23
O0001705,P031,1,434.1,0.08,281.4
O0001706,P106,1,208.09,0.0,133.37
O0001707,P094,3,347.82,0.03,191.95
O0001707,P011,2,1252.14,0.0,765.93
O0001707,P064,1,551.0,0.0,331.84
O0001708,P070,1,51.48,0.0,29.19
O0001709,P014,1,230.13,0.05,163.29
O0001710,P012,2,2257.09,0.0,1342.42
O0001711,P022,1,394.12,0.0,251.04
O0001712,P038,1,214.83,0.0,154.85
O0001712,P014,1,219.3,0.05,162.03
O0001713,P104,1,219.56,0.0,136.91
O0001714,P113,2,116.6,0.03,78.99
O0001715,P094,1,341.25,0.05,190.48
O0001715,P013,1,554.93,0.12,364.09
O0001716,P008,1,1801.38,0.03,1094.13
O0001717,P010,1,1172.04,0.0,590.45
O0001718,P071,3,717.06,0.0,340.72
O0001719,P012,1,2196.93,0.0,1407.36
O0001719,P061,1,82.1,0.05,42.02
O0001720,P038,1,203.36,0.0,157.38
O0001721,P038,1,211.37,0.12,150.02
O0001722,P026,1,171.39,0.0,85.26
O0001722,P002,1,2538.46,0.03,1512.98
O0001723,P033,1,116.03,0.0,52.71
O0001723,P021,2,355.53,0.03,201.75
O0001724,P053,1,83.7,0.0,42.38
O0001725,P026,2,162.15,0.0,83.66
O0001725,P117,1,124.23,0.0,92.83
O0001725,P118,2,80.06,0.05,49.49
O0001726,P080,1,1015.42,0.0,665.2
O0001727,P113,1,112.42,0.05,78.12
O0001728,P108,1,41.81,0.0,19.5
O0001729,P029,1,193.1,0.0,109.57
O0001730,P115,2,94.97,0.05,53.14
O0001731,P021,2,339.53,0.0,206.41
O0001731,P060,1,265.33,0.0,176.64
O0001731,P091,1,226.76,0.0,159.12
O0001731,P038,1,215.89,0.03,154.06
O0001732,P002,2,2534.57,0.0,1481.54
O0001732,P088,4,95.93,0.03,54.98
O0001733,P093,4,234.07,0.0,112.04
O0001734,P079,1,779.67,0.08,367.54
O0001735,P097,1,315.9,0.08,215.49
O0001736,P104,1,211.34,0.03,131.16
O0001737,P114,1,137.82,0.0,63.69
O0001738,P113,2,109.82,0.0,78.36
O0001739,P038,1,201.75,0.0,151.85
O0001740,P016,1,1374.79,0.0,951.71
O0001741,P029,3,180.99,0.15,114.48
O0001742,P032,2,200.64,0.05,100.86
O0001742,P008,2,1772.98,0.0,1071.22
O0001743,P088,1,97.31,0.0,52.68
O0001744,P020,1,538.13,0.0,375.07
O0001744,P032,2,191.97,0.0,100.5
O0001745,P084,2,484.3,0.0,324.57
O0001746,P110,2,53.81,0.0,26.88
O0001747,P022,2,383.92,0.05,247.21
O0001748,P001,2,300.01,0.03,149.06
