customer_id,signup_date,state,region,customer_segment
C01164,2022-05-20,MG,Sudeste,Mass Market
C01165,2022-11-28,PR,Sul,Intermediário
C01166,2023-02-17,MS,Centro-Oeste,Mass Market
C01167,2025-01-02,PR,Sul,Mass Market
C01168,2022-10-14,MG,Sudeste,Intermediário
C01169,2023-06-03,MS,Centro-Oeste,Mass Market
C01170,2024-11-07,SC,Sul,Mass Market
C01171,2024-12-27,RS,Sul,Mass Market
C01172,2023-08-21,GO,Centro-Oeste,Mass Market
C01173,2023-10-31,CE,Nordeste,Mass Market
C01174,2024-05-14,RJ,Sudeste,Mass Market
C01175,2025-06-13,ES,Sudeste,Mass Market
C01176,2024-05-26,AM,Norte,Mass Market
C01177,2025-06-24,SP,Sudeste,Intermediário
C01178,2024-11-28,MG,Sudeste,Intermediário
C01179,2023-09-17,SP,Sudeste,Intermediário
C01180,2023-07-11,GO,Centro-Oeste,Mass Market
C01181,2024-08-14,CE,Nordeste,Intermediário
C01182,2025-07-21,GO,Centro-Oeste,Mass Market
C01183,2025-01-10,SC,Sul,Intermediário
C01184,2024-12-08,PR,Sul,Intermediário
C01185,2025-08-06,BA,Nordeste,Mass Market
C01186,2023-01-09,SP,Sudeste,Intermediário
C01187,2024-03-12,DF,Centro-Oeste,Intermediário
C01188,2024-02-22,TO,Norte,Mass Market
C01189,2024-12-16,MG,Sudeste,Intermediário
C01190,2024-04-30,SP,Sudeste,Mass Market
C01191,2023-04-24,SE,Nordeste,Mass Market
C01192,2025-01-14,RJ,Sudeste,Mass Market
C01193,2024-11-06,SP,Sudeste,Intermediário
C01194,2023-07-30,SP,Sudeste,Intermediário
C01195,2022-09-20,MG,Sudeste,Mass Market
C01196,2023-06-15,SP,Sudeste,Mass Market
C01197,2023-03-24,RS,Sul,Mass Market
C01198,2022-08-03,GO,Centro-Oeste,Premium
C01199,2025-01-31,RJ,Sudeste,Mass Market
C01200,2022-09-30,RS,Sul,Mass Market
C01201,2025-02-18,PR,Sul,Mass Market
C01202,2024-02-10,MG,Sudeste,Mass Market
C01203,2023-02-23,MT,Centro-Oeste,Mass Market
C01204,2023-10-20,SC,Sul,Intermediário
C01205,2024-11-20,PR,Sul,Mass Market
C01206,2025-09-09,RS,Sul,Intermediário
C01207,2023-06-06,ES,Sudeste,Mass Market
C01208,2024-08-09,RS,Sul,Intermediário
C01209,2024-10-18,RS,Sul,Mass Market
C01210,2024-01-26,MT,Centro-Oeste,Mass Market
C01211,2022-08-16,MG,Sudeste,Mass Market
C01212,2025-11-23,MS,Centro-Oeste,Premium
C01213,2024-01-14,RJ,Sudeste,Mass Market
C01214,2022-03-11,MG,Sudeste,Mass Market
C01215,2023-02-23,MT,Centro-Oeste,Mass Market
C01216,2024-08-08,MS,Centro-Oeste,Mass Market
C01217,2024-08-13,SP,Sudeste,Mass Market
C01218,2023-08-23,BA,Nordeste,Intermediário
C01219,2023-04-04,ES,Sudeste,Intermediário
C01220,2023-12-25,TO,Norte,Mass Market
C01221,2025-12-01,RJ,Sudeste,Mass Market
C01222,2025-04-12,SP,Sudeste,Mass Market
C01223,2023-01-19,SC,Sul,Mass Market
C01224,2025-09-26,MG,Sudeste,Mass Market
C01225,2023-05-21,RJ,Sudeste,Mass Market
C01226,2023-10-02,PR,Sul,Premium
C01227,2022-03-01,SC,Sul,Mass Market
C01228,2023-03-02,BA,Nordeste,Mass Market
C01229,2023-05-30,SP,Sudeste,Intermediário
C01230,2023-10-13,PR,Sul,Premium
C01231,2024-09-09,SP,Sudeste,Mass Market
C01232,2024-01-26,SP,Sudeste,Mass Market
C01233,2025-11-12,SP,Sudeste,Intermediário
C01234,2025-10-28,PR,Sul,Mass Market
C01235,2022-06-15,SP,Sudeste,Intermediário
C01236,2022-06-20,MG,Sudeste,Premium
C01237,2025-03-18,AL,Nordeste,Mass Market
C01238,2022-02-05,SP,Sudeste,Premium
C01239,2022-10-26,BA,Nordeste,Mass Market
C01240,2024-04-06,GO,Centro-Oeste,Mass Market
C01241,2023-08-07,SP,Sudeste,Mass Market
C01242,2022-04-16,MG,Sudeste,Intermediário
C01243,2022-03-24,RJ,Sudeste,Mass Market
C01244,2024-04-10,BA,Nordeste,Intermediário
C01245,2025-01-24,SP,Sudeste,Mass Market
C01246,2023-07-25,PI,Nordeste,Premium
C01247,2024-12-06,PR,Sul,Intermediário
C01248,2024-08-20,CE,Nordeste,Mass Market
C01249,2025-06-17,PA,Norte,Mass Market
C01250,2022-04-19,SP,Sudeste,Intermediário
C01251,2024-02-10,PR,Sul,Mass Market
C01252,2022-05-15,AM,Norte,Mass Market
C01253,2025-05-11,RJ,Sudeste,Mass Market
C01254,2022-04-17,PI,Nordeste,Mass Market
C01255,2024-01-16,SP,Sudeste,Mass Market
C01256,2025-03-27,SP,Sudeste,Mass Market
C01257,2024-09-25,MS,Centro-Oeste,Intermediário
C01258,2025-12-23,MT,Centro-Oeste,Mass Market
C01259,2025-12-06,AP,Norte,Mass Market
C01260,2023-04-05,SP,Sudeste,Mass Market
C01261,2024-11-14,RJ,Sudeste,Mass Market
C01262,2024-10-31,RJ,Sudeste,Premium
C01263,2024-10-06,RJ,Sudeste,Intermediário
C01264,2024-02-10,PA,Norte,Intermediário
C01265,2022-07-26,BA,Nordeste,Mass Market
C01266,2023-01-04,RJ,Sudeste,Intermediário
C01267,2022-10-23,RJ,Sudeste,Mass Market
C01268,2023-09-07,CE,Nordeste,Intermediário
C01269,2023-02-22,CE,Nordeste,Mass Market
C01270,2022-11-06,RJ,Sudeste,Mass Market
C01271,2025-02-08,PR,Sul,Mass Market
C01272,2025-10-06,RJ,Sudeste,Mass Market
C01273,2023-04-19,TO,Norte,Mass Market
C01274,2022-05-14,GO,Centro-Oeste,Mass Market
C01275,2022-08-17,MG,Sudeste,Intermediário
C01276,2023-04-30,MG,Sudeste,Mass Market
C01277,2023-02-23,SC,Sul,Mass Market
C01278,2024-10-26,RN,Nordeste,Mass Market
C01279,2024-01-31,RO,Norte,Premium
C01280,2023-04-15,GO,Centro-Oeste,Intermediário
C01281,2022-01-11,PR,Sul,Intermediário
C01282,2024-08-27,MT,Centro-Oeste,Mass Market
C01283,2023-01-24,SP,Sudeste,Intermediário
C01284,2022-02-14,RJ,Sudeste,Intermediário
C01285,2024-07-10,SE,Nordeste,Mass Market
C01286,2025-04-22,SC,Sul,Intermediário
C01287,2025-09-18,SP,Sudeste,Intermediário
C01288,2023-10-26,PE,Nordeste,Mass Market
C01289,2024-12-17,RS,Sul,Intermediário
C01290,2022-06-11,RS,Sul,Intermediário
C01291,2022-10-08,BA,Nordeste,Premium
C01292,2025-11-05,SP,Sudeste,Mass Market
C01293,2024-11-30,RJ,Sudeste,Intermediário
C01294,2025-07-20,MG,Sudeste,Mass Market
C01295,2024-11-07,SP,Sudeste,Mass Market
C01296,2023-03-19,RJ,Sudeste,Intermediário
C01297,2024-05-06,RS,Sul,Mass Market
C01298,2022-01-16,PI,Nordeste,Mass Market
C01299,2024-03-11,MS,Centro-Oeste,Mass Market
C01300,2025-04-12,PR,Sul,Intermediário
C01301,2025-08-05,MG,Sudeste,Mass Market
C01302,2022-09-25,RS,Sul,Mass Market
C01303,2022-08-19,RS,Sul,Mass Market
C01304,2023-05-01,RS,Sul,Intermediário
C01305,2022-01-21,AM,Norte,Intermediário
C01306,2024-04-30,RJ,Sudeste,Intermediário
C01307,2022-11-13,SP,Sudeste,Mass Market
C01308,2024-01-10,GO,Centro-Oeste,Intermediário
C01309,2024-08-27,RJ,Sudeste,Intermediário
C01310,2024-08-26,RJ,Sudeste,Premium
C01311,2024-05-23,SP,Sudeste,Mass Market
C01312,2023-11-18,SP,Sudeste,Intermediário
C01313,2025-01-11,MA,Nordeste,Mass Market
C01314,2022-04-20,PR,Sul,Mass Market
C01315,2024-08-01,ES,Sudeste,Intermediário
C01316,2025-04-16,PE,Nordeste,Mass Market
C01317,2025-04-27,SP,Sudeste,Intermediário
C01318,2023-04-28,BA,Nordeste,Intermediário
C01319,2023-03-12,PE,Nordeste,Mass Market
C01320,2022-08-17,MT,Centro-Oeste,Mass Market
C01321,2022-07-30,PA,Norte,Intermediário
C01322,2024-09-17,SP,Sudeste,Mass Market
C01323,2023-08-21,MG,Sudeste,Premium
C01324,2022-08-17,RS,Sul,Mass Market
C01325,2025-06-05,SC,Sul,Mass Market
C01326,2023-04-19,MG,Sudeste,Premium
C01327,2022-03-17,MT,Centro-Oeste,Mass Market
C01328,2022-04-15,SP,Sudeste,Mass Market
C01329,2023-11-05,SP,Sudeste,Mass Market
C01330,2022-11-17,MA,Nordeste,Intermediário
C01331,2025-01-08,PA,Norte,Mass Market
C01332,2022-12-29,SP,Sudeste,Premium
C01333,2024-11-24,CE,Nordeste,Intermediário
C01334,2023-03-13,MG,Sudeste,Premium
C01335,2023-11-13,SP,Sudeste,Mass Market
C01336,2025-11-06,RS,Sul,Intermediário
C01337,2025-05-08,PA,Norte,Intermediário
C01338,2023-10-27,AC,Norte,Mass Market
C01339,2024-02-29,MG,Sudeste,Premium
C01340,2023-08-22,MA,Nordeste,Mass Market
C01341,2025-11-06,RJ,Sudeste,Mass Market
C01342,2023-01-31,RJ,Sudeste,Mass Market
C01343,2023-03-05,PE,Nordeste,Mass Market
C01344,2024-10-27,RS,Sul,Mass Market
C01345,2023-10-19,PE,Nordeste,Mass Market
C01346,2025-02-17,RJ,Sudeste,Premium
C01347,2022-07-24,PR,Sul,Intermediário
C01348,2024-01-04,PE,Nordeste,Intermediário
C01349,2023-07-01,SP,Sudeste,Mass Market
C01350,2025-12-24,PE,Nordeste,Mass Market
C01351,2024-06-26,RJ,Sudeste,Intermediário
C01352,2022-03-12,SC,Sul,Intermediário
C01353,2023-06-28,AM,Norte,Intermediário
C01354,2024-12-21,SC,Sul,Mass Market
C01355,2022-01-10,SC,Sul,Mass Market
C01356,2025-05-07,PA,Norte,Mass Market
C01357,2025-12-18,RJ,Sudeste,Intermediário
C01358,2022-02-07,AM,Norte,Intermediário
C01359,2024-04-23,SC,Sul,Intermediário
C01360,2022-10-11,MG,Sudeste,Mass Market
C01361,2022-02-02,PR,Sul,Premium
C01362,2023-12-10,SC,Sul,Mass Market
C01363,2024-09-24,MG,Sudeste,Intermediário
C01364,2023-12-18,SP,Sudeste,Mass Market
C01365,2022-11-13,SP,Sudeste,Mass Market
C01366,2025-07-15,RJ,Sudeste,Mass Market
C01367,2022-02-27,RJ,Sudeste,Intermediário
C01368,2025-06-24,ES,Sudeste,Mass Market
C01369,2024-07-19,MG,Sudeste,Mass Market
C01370,2025-09-17,MG,Sudeste,Intermediário
C01371,2022-09-04,GO,Centro-Oeste,Mass Market
C01372,2023-11-14,SC,Sul,Premium
C01373,2023-05-08,MT,Centro-Oeste,Mass Market
C01374,2023-06-05,PR,Sul,Mass Market
C01375,2024-02-14,SP,Sudeste,Intermediário
C01376,2024-12-25,GO,Centro-Oeste,Intermediário
C01377,2023-07-15,SC,Sul,Mass Market
C01378,2023-08-30,MG,Sudeste,Premium
C01379,2022-11-08,AM,Norte,Mass Market
C01380,2022-01-01,SP,Sudeste,Mass Market
C01381,2025-05-13,SP,Sudeste,Premium
C01382,2022-03-25,GO,Centro-Oeste,Intermediário
C01383,2024-10-16,RN,Nordeste,Intermediário
C01384,2025-05-11,SP,Sudeste,Intermediário
C01385,2023-05-07,PR,Sul,Mass Market
C01386,2025-05-03,BA,Nordeste,Mass Market
C01387,2025-11-24,MS,Centro-Oeste,Mass Market
C01388,2023-08-15,DF,Centro-Oeste,Mass Market
C01389,2025-01-05,MT,Centro-Oeste,Mass Market
C01390,2023-01-05,PR,Sul,Mass Market
C01391,2022-02-15,MG,Sudeste,Mass Market
C01392,2023-06-07,SP,Sudeste,Mass Market
C01393,2022-07-09,MA,Nordeste,Mass Market
C01394,2025-01-31,MS,Centro-Oeste,Mass Market
C01395,2025-12-25,MG,Sudeste,Mass Market
C01396,2022-02-06,SP,Sudeste,Intermediário
C01397,2025-01-06,RJ,Sudeste,Mass Market
C01398,2023-01-26,PR,Sul,Mass Market
C01399,2022-09-20,GO,Centro-Oeste,Mass Market
C01400,2025-08-15,PA,Norte,Intermediário
C01401,2023-05-29,PA,Norte,Mass Market
C01402,2023-06-02,ES,Sudeste,Mass Market
C01403,2024-09-05,SP,Sudeste,Mass Market
C01404,2025-10-17,RS,Sul,Premium
C01405,2024-06-03,DF,Centro-Oeste,Mass Market
C01406,2025-06-22,MG,Sudeste,Mass Market
C01407,2023-03-07,SP,Sudeste,Mass Market
C01408,2025-08-31,BA,Nordeste,Intermediário
C01409,2023-10-20,MS,Centro-Oeste,Mass Market
C01410,2022-05-05,MT,Centro-Oeste,Mass Market
C01411,2024-03-22,RJ,Sudeste,Mass Market
C01412,2024-11-19,PE,Nordeste,Mass Market
C01413,2025-07-14,MG,Sudeste,Mass Market
C01414,2024-10-26,RJ,Sudeste,Mass Market
C01415,2023-10-04,MG,Sudeste,Mass Market
C01416,2022-09-11,PR,Sul,Mass Market
C01417,2024-06-06,SP,Sudeste,Mass Market
C01418,2024-09-10,PE,Nordeste,Mass Market
C01419,2023-12-12,MA,Nordeste,Mass Market
C01420,2023-03-01,SC,Sul,Intermediário
C01421,2023-04-03,RS,Sul,Mass Market
C01422,2022-11-10,SC,Sul,Mass Market
C01423,2024-10-25,SP,Sudeste,Intermediário
C01424,2024-03-06,PR,Sul,Intermediário
C01425,2023-09-21,SP,Sudeste,Mass Market
C01426,2022-10-09,BA,Nordeste,Intermediário
C01427,2023-08-19,SP,Sudeste,Intermediário
C01428,2025-01-18,GO,Centro-Oeste,Mass Market
C01429,2024-04-25,PR,Sul,Mass Market
C01430,2022-10-09,BA,Nordeste,Mass Market
C01431,2023-05-25,PI,Nordeste,Mass Market
C01432,2025-05-13,RN,Nordeste,Mass Market
C01433,2023-06-06,CE,Nordeste,Mass Market
C01434,2022-11-30,MG,Sudeste,Mass Market
C01435,2024-07-16,AL,Nordeste,Mass Market
C01436,2022-01-25,DF,Centro-Oeste,Intermediário
C01437,2025-12-10,RJ,Sudeste,Mass Market
C01438,2022-05-31,MG,Sudeste,Intermediário
C01439,2024-05-31,SP,Sudeste,Mass Market
C01440,2023-09-29,PE,Nordeste,Mass Market
C01441,2025-12-14,BA,Nordeste,Mass Market
C01442,2024-05-06,PE,Nordeste,Mass Market
C01443,2022-01-22,PR,Sul,Mass Market
C01444,2023-06-21,MG,Sudeste,Mass Market
C01445,2023-10-29,MG,Sudeste,Mass Market
C01446,2022-03-03,GO,Centro-Oeste,Mass Market
C01447,2025-08-21,SP,Sudeste,Mass Market
C01448,2025-08-15,GO,Centro-Oeste,Intermediário
C01449,2023-07-02,SP,Sudeste,Premium
C01450,2025-04-04,SP,Sudeste,Mass Market
C01451,2023-03-19,PR,Sul,Mass Market
C01452,2022-05-21,SP,Sudeste,Mass Market
C01453,2025-08-21,SP,Sudeste,Mass Market
C01454,2024-01-28,MG,Sudeste,Mass Market
C01455,2025-08-07,SC,Sul,Intermediário
C01456,2023-08-14,SP,Sudeste,Premium
C01457,2023-01-07,CE,Nordeste,Intermediário
C01458,2023-05-24,SP,Sudeste,Mass Market
C01459,2023-06-02,MG,Sudeste,Premium
C01460,2022-09-21,RJ,Sudeste,Mass Market
C01461,2024-05-03,BA,Nordeste,Intermediário
C01462,2023-09-11,PA,Norte,Intermediário
C01463,2022-01-10,GO,Centro-Oeste,Mass Market
C01464,2023-03-17,MA,Nordeste,Premium
C01465,2023-12-18,ES,Sudeste,Mass Market
C01466,2024-04-01,MG,Sudeste,Mass Market
C01467,2022-10-24,RS,Sul,Intermediário
C01468,2024-07-06,BA,Nordeste,Mass Market
C01469,2023-03-19,TO,Norte,Mass Market
C01470,2024-11-25,SP,Sudeste,Intermediário
C01471,2025-11-03,TO,Norte,Intermediário
C01472,2022-06-14,GO,Centro-Oeste,Intermediário
C01473,2022-05-31,SP,Sudeste,Mass Market
C01474,2023-06-23,SP,Sudeste,Intermediário
C01475,2025-12-13,BA,Nordeste,Mass Market
C01476,2024-11-15,PI,Nordeste,Mass Market
C01477,2025-01-11,AP,Norte,Intermediário
C01478,2025-06-03,PA,Norte,Mass Market
C01479,2022-03-01,SP,Sudeste,Intermediário
C01480,2024-08-13,MT,Centro-Oeste,Mass Market
C01481,2023-04-25,RN,Nordeste,Mass Market
C01482,2022-12-31,PE,Nordeste,Premium
C01483,2025-03-23,MS,Centro-Oeste,Mass Market
C01484,2024-06-08,ES,Sudeste,Mass Market
C01485,2024-03-19,SP,Sudeste,Mass Market
C01486,2024-04-30,MG,Sudeste,Mass Market
C01487,2024-10-11,PB,Nordeste,Mass Market
C01488,2023-06-08,RJ,Sudeste,Intermediário
C01489,2023-05-08,SC,Sul,Mass Market
C01490,2024-07-26,RN,Nordeste,Intermediário
C01491,2025-11-13,SP,Sudeste,Premium
C01492,2024-03-28,SP,Sudeste,Intermediário
C01493,2023-11-08,RN,Nordeste,Mass Market
C01494,2025-04-28,ES,Sudeste,Mass Market
C01495,2024-12-27,RJ,Sudeste,Mass Market
C01496,2025-05-23,MT,Centro-Oeste,Intermediário
C01497,2025-03-07,MG,Sudeste,Premium
C01498,2025-03-20,RS,Sul,Mass Market
C01499,2022-07-08,MG,Sudeste,Intermediário
C01500,2024-12-22,RJ,Sudeste,Mass Market
C01501,2023-02-07,SP,Sudeste,Mass Market
C01502,2024-05-20,SC,Sul,Mass Market
C01503,2024-12-08,SP,Sudeste,Premium
C01504,2025-06-04,RJ,Sudeste,Mass Market
C01505,2024-02-27,PR,Sul,Intermediário
C01506,2024-11-26,CE,Nordeste,Mass Market
C01507,2023-10-28,MG,Sudeste,Mass Market
C01508,2022-09-07,RJ,Sudeste,Mass Market
C01509,2024-09-23,RJ,Sudeste,Intermediário
C01510,2023-04-11,PA,Norte,Mass Market
C01511,2022-11-23,RJ,Sudeste,Mass Market
C01512,2022-07-04,RS,Sul,Intermediário
C01513,2022-12-26,SP,Sudeste,Intermediário
C01514,2024-09-24,MT,Centro-Oeste,Intermediário
C01515,2024-01-22,PA,Norte,Mass Market
C01516,2025-04-30,SC,Sul,Intermediário
C01517,2024-12-09,SP,Sudeste,Mass Market
C01518,2022-03-09,RJ,Sudeste,Intermediário
C01519,2023-11-18,RJ,Sudeste,Mass Market
C01520,2025-08-26,MG,Sudeste,Mass Market
C01521,2023-09-06,MG,Sudeste,Mass Market
C01522,2025-05-28,CE,Nordeste,Mass Market
C01523,2023-10-27,SP,Sudeste,Mass Market
C01524,2023-07-20,PR,Sul,Mass Market
C01525,2025-04-03,RJ,Sudeste,Premium
C01526,2025-12-07,SC,Sul,Intermediário
C01527,2024-03-02,MG,Sudeste,Intermediário
C01528,2022-04-27,MG,Sudeste,Intermediário
C01529,2024-06-29,MS,Centro-Oeste,Mass Market
C01530,2025-06-21,RJ,Sudeste,Intermediário
C01531,2025-09-10,PR,Sul,Mass Market
C01532,2022-09-10,PE,Nordeste,Intermediário
C01533,2023-11-12,MT,Centro-Oeste,Mass Market
C01534,2022-02-11,PB,Nordeste,Mass Market
C01535,2024-10-28,MG,Sudeste,Mass Market
C01536,2025-11-04,MG,Sudeste,Mass Market
C01537,2022-07-04,SP,Sudeste,Mass Market
C01538,2025-04-10,RJ,Sudeste,Premium
C01539,2023-03-11,SC,Sul,Intermediário
C01540,2025-09-04,MG,Sudeste,Mass Market
C01541,2024-11-18,RJ,Sudeste,Mass Market
C01542,2024-09-10,MS,Centro-Oeste,Mass Market
C01543,2022-05-16,PR,Sul,Intermediário
C01544,2024-11-10,BA,Nordeste,Mass Market
C01545,2023-12-03,PE,Nordeste,Premium
C01546,2022-07-11,MG,Sudeste,Mass Market
C01547,2023-01-08,RR,Norte,Mass Market
C01548,2022-08-12,MT,Centro-Oeste,Intermediário
C01549,2025-11-28,RS,Sul,Mass Market
C01550,2023-12-22,PI,Nordeste,Intermediário
C01551,2023-12-16,MA,Nordeste,Premium
C01552,2022-10-24,SP,Sudeste,Premium
C01553,2025-11-10,SP,Sudeste,Premium
C01554,2024-05-17,PB,Nordeste,Mass Market
C01555,2025-01-20,RJ,Sudeste,Mass Market
C01556,2025-10-10,RN,Nordeste,Mass Market
C01557,2022-12-24,MS,Centro-Oeste,Intermediário
C01558,2024-12-13,RS,Sul,Mass Market
C01559,2022-05-07,PA,Norte,Mass Market
C01560,2024-08-29,SP,Sudeste,Mass Market
C01561,2025-07-17,RJ,Sudeste,Intermediário
C01562,2022-12-09,AL,Nordeste,Mass Market
C01563,2023-12-30,RJ,Sudeste,Mass Market
C01564,2023-03-08,ES,Sudeste,Mass Market
C01565,2023-07-06,GO,Centro-Oeste,Intermediário
C01566,2024-08-17,SP,Sudeste,Intermediário
C01567,2024-11-06,MA,Nordeste,Mass Market
C01568,2022-12-22,SP,Sudeste,Mass Market
C01569,2022-12-23,GO,Centro-Oeste,Premium
C01570,2022-08-24,MG,Sudeste,Mass Market
C01571,2025-02-21,BA,Nordeste,Intermediário
C01572,2023-07-11,PB,Nordeste,Mass Market
C01573,2025-12-10,SP,Sudeste,Mass Market
C01574,2023-01-18,CE,Nordeste,Premium
C01575,2023-08-18,SP,Sudeste,Mass Market
C01576,2024-07-17,SP,Sudeste,Mass Market
C01577,2024-09-02,MG,Sudeste,Intermediário
C01578,2024-06-27,MT,Centro-Oeste,Mass Market
C01579,2025-07-23,MG,Sudeste,Intermediário
C01580,2024-11-13,DF,Centro-Oeste,Mass Market
C01581,2022-01-06,MG,Sudeste,Mass Market
C01582,2024-10-26,PR,Sul,Premium
C01583,2022-03-09,SC,Sul,Mass Market
C01584,2024-07-25,MG,Sudeste,Mass Market
C01585,2025-05-30,RO,Norte,Mass Market
C01586,2024-08-28,SP,Sudeste,Intermediário
C01587,2025-03-27,PB,Nordeste,Premium
C01588,2024-06-12,RJ,Sudeste,Mass Market
C01589,2023-06-18,RS,Sul,Intermediário
C01590,2025-10-27,PR,Sul,Intermediário
C01591,2022-09-02,SP,Sudeste,Intermediário
C01592,2025-08-07,RS,Sul,Mass Market
C01593,2024-04-30,TO,Norte,Intermediário
C01594,2025-01-07,RJ,Sudeste,Mass Market
C01595,2022-12-01,MA,Nordeste,Premium
C01596,2025-03-15,MG,Sudeste,Mass Market
C01597,2025-05-04,SC,Sul,Intermediário
C01598,2023-11-18,MG,Sudeste,Mass Market
C01599,2025-09-08,RS,Sul,Mass Market
C01600,2023-12-23,RO,Norte,Mass Market
C01601,2023-12-21,RS,Sul,Intermediário
C01602,2025-11-08,SP,Sudeste,Mass Market
C01603,2022-11-20,RS,Sul,Mass Market
C01604,2024-01-24,SP,Sudeste,Mass Market
C01605,2025-01-10,SC,Sul,Mass Market
C01606,2023-11-19,PE,Nordeste,Intermediário
C01607,2024-07-16,SP,Sudeste,Premium
C01608,2025-08-10,RJ,Sudeste,Mass Market
C01609,2024-10-08,PR,Sul,Intermediário
C01610,2023-05-06,SP,Sudeste,Mass Market
C01611,2022-01-06,SP,Sudeste,Mass Market
C01612,2023-04-12,PA,Norte,Mass Market
C01613,2023-04-03,RJ,Sudeste,Premium
C01614,2023-04-03,RJ,Sudeste,Intermediário
C01615,2025-02-15,RJ,Sudeste,Premium
C01616,2024-09-04,MG,Sudeste,Mass Market
C01617,2023-03-13,GO,Centro-Oeste,Intermediário
C01618,2022-02-15,RJ,Sudeste,Premium
C01619,2025-03-29,RJ,Sudeste,Mass Market
C01620,2025-10-27,MG,Sudeste,Premium
C01621,2025-05-13,RS,Sul,Intermediário
C01622,2025-12-08,RJ,Sudeste,Mass Market
C01623,2023-12-23,AL,Nordeste,Intermediário
C01624,2025-05-15,GO,Centro-Oeste,Mass Market
C01625,2023-09-24,SP,Sudeste,Intermediário
C01626,2025-04-19,PB,Nordeste,Intermediário
C01627,2024-07-22,RS,Sul,Mass Market
C01628,2023-08-20,MT,Centro-Oeste,Mass Market
C01629,2024-05-06,SE,Nordeste,Mass Market
C01630,2022-08-16,SP,Sudeste,Mass Market
C01631,2025-02-16,MG,Sudeste,Mass Market
C01632,2023-12-24,PE,Nordeste,Intermediário
C01633,2022-07-06,SP,Sudeste,Mass Market
C01634,2024-04-20,SP,Sudeste,Mass Market
C01635,2025-01-31,ES,Sudeste,Mass Market
C01636,2024-10-11,ES,Sudeste,Mass Market
C01637,2023-05-30,PR,Sul,Mass Market
C01638,2025-02-11,AC,Norte,Mass Market
C01639,2025-03-13,PA,Norte,Intermediário
C01640,2022-02-02,SP,Sudeste,Intermediário
C01641,2024-10-07,SP,Sudeste,Intermediário
C01642,2025-05-27,PE,Nordeste,Intermediário
C01643,2022-06-14,RS,Sul,Intermediário
C01644,2024-09-04,RS,Sul,Premium
C01645,2023-07-25,DF,Centro-Oeste,Mass Market
C01646,2025-12-20,RN,Nordeste,Mass Market
C01647,2025-03-26,SP,Sudeste,Premium
C01648,2024-04-14,PB,Nordeste,Mass Market
C01649,2025-09-28,TO,Norte,Intermediário
C01650,2022-08-20,PI,Nordeste,Mass Market
C01651,2022-10-25,RN,Nordeste,Intermediário
C01652,2024-09-14,ES,Sudeste,Mass Market
C01653,2023-08-06,SP,Sudeste,Mass Market
C01654,2022-03-02,RJ,Sudeste,Mass Market
C01655,2023-09-08,SP,Sudeste,Mass Market
C01656,2024-08-30,PR,Sul,Mass Market
C01657,2023-03-03,RJ,Sudeste,Mass Market
C01658,2023-03-13,PR,Sul,Mass Market
C01659,2022-10-29,CE,Nordeste,Intermediário
C01660,2022-08-11,SC,Sul,Intermediário
C01661,2025-07-24,SP,Sudeste,Mass Market
C01662,2022-02-19,SP,Sudeste,Mass Market
C01663,2024-09-30,GO,Centro-Oeste,Intermediário
C01664,2022-03-04,MG,Sudeste,Mass Market
C01665,2025-05-26,PB,Nordeste,Intermediário
C01666,2022-01-15,SP,Sudeste,Intermediário
C01667,2022-07-11,MG,Sudeste,Mass Market
C01668,2023-09-18,SC,Sul,Mass Market
C01669,2023-03-26,MT,Centro-Oeste,Mass Market
C01670,2023-03-27,MG,Sudeste,Premium
C01671,2022-08-31,SP,Sudeste,Mass Market
C01672,2022-04-07,SC,Sul,Mass Market
C01673,2023-03-22,GO,Centro-Oeste,Intermediário
C01674,2023-12-19,SP,Sudeste,Intermediário
C01675,2025-09-08,PR,Sul,Intermediário
C01676,2025-07-11,PE,Nordeste,Intermediário
C01677,2025-02-08,PR,Sul,Premium
C01678,2022-11-14,SE,Nordeste,Mass Market
C01679,2024-03-21,SP,Sudeste,Intermediário
C01680,2022-06-13,CE,Nordeste,Intermediário
C01681,2024-11-17,RJ,Sudeste,Mass Market
C01682,2024-05-24,RS,Sul,Intermediário
C01683,2023-03-12,SC,Sul,Mass Market
C01684,2023-08-30,RJ,Sudeste,Mass Market
C01685,2024-07-19,CE,Nordeste,Premium
C01686,2022-12-25,MG,Sudeste,Mass Market
C01687,2024-12-19,MG,Sudeste,Intermediário
C01688,2024-08-02,RJ,Sudeste,Mass Market
C01689,2025-10-30,MG,Sudeste,Intermediário
C01690,2024-03-21,MG,Sudeste,Mass Market
C01691,2025-10-02,RO,Norte,Intermediário
C01692,2023-04-05,RS,Sul,Mass Market
C01693,2024-04-17,RJ,Sudeste,Mass Market
C01694,2022-02-15,MG,Sudeste,Mass Market
C01695,2022-12-03,MG,Sudeste,Mass Market
C01696,2025-10-02,AC,Norte,Intermediário
C01697,2024-05-22,PA,Norte,Mass Market
C01698,2022-11-03,SP,Sudeste,Mass Market
C01699,2022-04-28,AL,Nordeste,Mass Market
C01700,2023-04-22,SP,Sudeste,Intermediário
C01701,2023-04-20,RJ,Sudeste,Mass Market
C01702,2023-06-05,SE,Nordeste,Mass Market
C01703,2023-08-24,RN,Nordeste,Mass Market
C01704,2022-07-21,RS,Sul,Intermediário
C01705,2023-11-12,ES,Sudeste,Mass Market
